46
0,3.857606534,7999.580726,8149.320002,9087.378081,8149.320002,7999.580726,8149.320002,9435.941141,6459.133925,8149.320002,3.857606534,479.0221904,12190.62407,8149.320002,8149.320002,3.857606534,5435.253625,8149.320002,9435.941141,9876.576765,7050.886358,3.857606534,8149.320002,479.0221904,3.857606534,3.857606534,7999.580726,479.0221904,3.857606534,3618.289882,3.857606534,9087.378081,6459.133925,3.857606534,9087.378081,7999.580726,7999.580726,3.857606534,7999.580726,7999.580726,9087.378081,3.857606534,3.857606534,3.857606534,3.857606534,6846.386067,5525.099852,7255.759401,9965.429104,6839.327084,8752.57629
3.857606534,0,8000.602609,8150.23541,9091.087672,8150.23541,8000.602609,8150.23541,9438.275791,6462.709493,8150.23541,0,475.1646142,12191.28368,8150.23541,8150.23541,0,5433.052057,8150.23541,9438.275791,9880.269044,7054.054926,0,8150.23541,475.1646142,0,0,8000.602609,475.1646142,0,3617.987615,0,9091.087672,6462.709493,0,9091.087672,8000.602609,8000.602609,0,8000.602609,8000.602609,9091.087672,0,0,0,0,6849.142236,5528.744865,7259.606039,9967.112561,6842.975481,8756.174163
7999.580726,8000.602609,0,274.6283466,8431.868727,274.6283466,0,274.6283466,3597.830678,6553.463858,274.6283466,8000.602609,8137.691437,19725.7402,274.6283466,274.6283466,8000.602609,6150.589967,274.6283466,3597.830678,12870.52751,12298.33535,8000.602609,274.6283466,8137.691437,8000.602609,8000.602609,0,8137.691437,8000.602609,11573.46684,8000.602609,8431.868727,6553.463858,8000.602609,8431.868727,0,0,8000.602609,0,0,8431.868727,8000.602609,8000.602609,8000.602609,8000.602609,4029.4442,10016.53203,9717.995984,2557.895217,7006.578606,12440.12959
8149.320002,8150.23541,274.6283466,0,8702.990246,0,274.6283466,0,3799.052271,6826.528105,0,8150.23541,8274.168289,19928.97717,0,0,8150.23541,6106.460709,0,3799.052271,13142.74152,12547.66673,8150.23541,0,8274.168289,8150.23541,8150.23541,274.6283466,8274.168289,8150.23541,11735.40603,8150.23541,8702.990246,6826.528105,8150.23541,8702.990246,274.6283466,274.6283466,8150.23541,274.6283466,274.6283466,8702.990246,8150.23541,8150.23541,8150.23541,8150.23541,4304.028424,10267.28823,9988.019747,2633.77309,7280.54884,12707.49008
9087.378081,9091.087672,8431.868727,8702.990246,0,8702.990246,8431.868727,8702.990246,5862.193972,2752.787252,8702.990246,9091.087672,9548.420012,15959.25517,8702.990246,8702.990246,9091.087672,12004.32211,8702.990246,5862.193972,5402.055314,7151.909245,9091.087672,8702.990246,9548.420012,9091.087672,9091.087672,8431.868727,9548.420012,9091.087672,10892.65905,9091.087672,0,2752.787252,9091.087672,0,8431.868727,8431.868727,9091.087672,8431.868727,8431.868727,0,9091.087672,9091.087672,9091.087672,9091.087672,4481.618083,5558.215336,3391.916653,7822.385926,2286.498985,5680.822125
8149.320002,8150.23541,274.6283466,0,8702.990246,0,274.6283466,0,3799.052271,6826.528105,0,8150.23541,8274.168289,19928.97717,0,0,8150.23541,6106.460709,0,3799.052271,13142.74152,12547.66673,8150.23541,0,8274.168289,8150.23541,8150.23541,274.6283466,8274.168289,8150.23541,11735.40603,8150.23541,8702.990246,6826.528105,8150.23541,8702.990246,274.6283466,274.6283466,8150.23541,274.6283466,274.6283466,8702.990246,8150.23541,8150.23541,8150.23541,8150.23541,4304.028424,10267.28823,9988.019747,2633.77309,7280.54884,12707.49008
7999.580726,8000.602609,0,274.6283466,8431.868727,274.6283466,0,274.6283466,3597.830678,6553.463858,274.6283466,8000.602609,8137.691437,19725.7402,274.6283466,274.6283466,8000.602609,6150.589967,274.6283466,3597.830678,12870.52751,12298.33535,8000.602609,274.6283466,8137.691437,8000.602609,8000.602609,0,8137.691437,8000.602609,11573.46684,8000.602609,8431.868727,6553.463858,8000.602609,8431.868727,0,0,8000.602609,0,0,8431.868727,8000.602609,8000.602609,8000.602609,8000.602609,4029.4442,10016.53203,9717.995984,2557.895217,7006.578606,12440.12959
8149.320002,8150.23541,274.6283466,0,8702.990246,0,274.6283466,0,3799.052271,6826.528105,0,8150.23541,8274.168289,19928.97717,0,0,8150.23541,6106.460709,0,3799.052271,13142.74152,12547.66673,8150.23541,0,8274.168289,8150.23541,8150.23541,274.6283466,8274.168289,8150.23541,11735.40603,8150.23541,8702.990246,6826.528105,8150.23541,8702.990246,274.6283466,274.6283466,8150.23541,274.6283466,274.6283466,8702.990246,8150.23541,8150.23541,8150.23541,8150.23541,4304.028424,10267.28823,9988.019747,2633.77309,7280.54884,12707.49008
9435.941141,9438.275791,3597.830678,3799.052271,5862.193972,3799.052271,3597.830678,3799.052271,0,5095.091591,3799.052271,9438.275791,9731.798994,19858.01549,3799.052271,3799.052271,9438.275791,9325.685072,3799.052271,0,11028.39386,11535.44712,9438.275791,3799.052271,9731.798994,9438.275791,9438.275791,3597.830678,9731.798994,9438.275791,12632.66876,9438.275791,5862.193972,5095.091591,9438.275791,5862.193972,3597.830678,3597.830678,9438.275791,3597.830678,3597.830678,5862.193972,9438.275791,9438.275791,9438.275791,9438.275791,2841.995646,9334.851685,8202.617183,1992.80001,5344.394726,10949.0011
6459.133925,6462.709493,6553.463858,6826.528105,2752.787252,6826.528105,6553.463858,6826.528105,5095.091591,0,6826.528105,6462.709493,6904.78832,14955.01646,6826.528105,6826.528105,6462.709493,9315.36186,6826.528105,5095.091591,6321.272325,6450.583404,6462.709493,6826.528105,6904.78832,6462.709493,6462.709493,6553.463858,6904.78832,6462.709493,8701.967711,6462.709493,2752.787252,0,6462.709493,2752.787252,6553.463858,6553.463858,6462.709493,6553.463858,6553.463858,2752.787252,6462.709493,6462.709493,6462.709493,6462.709493,2607.578847,4303.246698,3223.533728,6744.399269,522.5114167,5992.216975
8149.320002,8150.23541,274.6283466,0,8702.990246,0,274.6283466,0,3799.052271,6826.528105,0,8150.23541,8274.168289,19928.97717,0,0,8150.23541,6106.460709,0,3799.052271,13142.74152,12547.66673,8150.23541,0,8274.168289,8150.23541,8150.23541,274.6283466,8274.168289,8150.23541,11735.40603,8150.23541,8702.990246,6826.528105,8150.23541,8702.990246,274.6283466,274.6283466,8150.23541,274.6283466,274.6283466,8702.990246,8150.23541,8150.23541,8150.23541,8150.23541,4304.028424,10267.28823,9988.019747,2633.77309,7280.54884,12707.49008
